Reservoir,Year,Date,Depth,PO4_ugL,NH4_ugL,NO3_ugL,TP_ugL,TN_ugL,OI TOC Conc (ppm),Used OI TIC Conc (ppm),OI TC Conc (ppm) by addition,Vario TIC Mean of 3 reps,Vario TC Mean of 3 reps,Vario TOC Mean of 3 reps,Vario TNb Mean of 3 reps
SHR,2016,2016-06-29 12:00:00,0.1,5.66,7.42,129,1.97,233,2.599,19.235,21.834,3.700647887,5.441746158,1.741098271,0.168329528
SHR,2016,2016-06-29 12:00:00,8,3.39,15.8,225,9.37,364,2.413,20.224,22.637,21.28196059,23.49999162,2.218031029,0.320572368
SHR,2016,2016-06-29 12:00:00,31,2.78,20.3,276,,,2.157,20.214,22.371,23.10644571,25.22899827,2.122552568,0.329170207
SHR,2016,2016-07-29 12:00:00,0.1,40.6,7.03,76.3,6.12,185,2.492,21.0099318,23.5019318,23.19248168,25.58667617,2.394194486,0.14816817
SHR,2016,2016-07-29 12:00:00,8,4.27,18.6,161,8.53,312,2.34,22.942051,25.282051,25.0299099,27.35676745,2.32685755,0.235815612
SHR,2016,2016-07-29 12:00:00,31,7.5,3.11,322,7.51,412,2.004,25.3044968,27.3084968,25.29204857,26.97319589,1.681147319,0.274284302
SHR,2016,2016-08-17 12:00:00,0.1,7.55,5.06,11.4,0,176,1.834,16.2340772,18.0680772,19.16715689,21.07116537,1.904008477,0.138781868
SHR,2016,2016-08-17 12:00:00,8,8.42,15.9,238,5.51,350,2.346,21.5849436,23.9309436,24.42617178,26.72358091,2.297409123,0.246565417
SHR,2016,2016-08-17 12:00:00,31,6.71,15.7,306,5.19,414,1.982,21.339824,23.321824,23.41693792,25.41784944,2.000911524,0.305236333
